id,title,text,subject,label
11,"Eating turmeric with milk kills coronavirus in 2 hours, viral message claims",A message circulating on social media claims that consuming turmeric milk (haldi doodh) for two consecutive days completely eliminates any coronavirus infection. This claim has no scientific backing. WHO and ICMR have not endorsed this remedy.,Health,FAKE
12,"China invades Arunachal Pradesh, Indian Army retreats — government hiding news",A fabricated post claims Chinese forces have occupied large portions of Arunachal Pradesh and that the Indian Army has retreated to avoid escalation. The government is allegedly suppressing the news. The Ministry of Defence has categorically denied these claims.,National Security,FAKE
13,Petrol prices to drop to Rs 40 per litre after election — BJP manifesto leak,A viral screenshot claiming to be a leaked BJP manifesto shows a promise to reduce petrol prices to Rs 40/litre after the upcoming election. No such document exists in BJP's official communications. Election Commission noted this as disinformation.,Politics,FAKE
14,WhatsApp will start charging Rs 50/month from next month — screenshot goes viral,A screenshot doing rounds on WhatsApp claims the app will begin charging users Rs 50 per month starting next month or the account will be deactivated. WhatsApp has clarified that it remains free and will not charge users. This is a recurring hoax.,Technology,FAKE
15,"Amitabh Bachchan passes away at age 82, Bollywood mourns",A fake news post falsely claimed that veteran Bollywood actor Amitabh Bachchan had passed away. The story spread rapidly on Twitter and Facebook before being debunked. Amitabh Bachchan himself responded on social media denying the rumour.,Entertainment,FAKE
16,"India's GDP becomes world's largest, overtaking USA — Modi announces","A viral post falsely claims India's GDP has surpassed the United States, making India the world's largest economy. The claim attributes the announcement to Prime Minister Modi in a press conference that never happened. World Bank data does not support this.",Economy,FAKE
17,New law: Muslims cannot buy property in Hindu-majority areas — Supreme Court verdict,A fabricated post claims the Supreme Court issued a landmark verdict barring Muslims from purchasing property in Hindu-majority localities. No such judgment exists. The Supreme Court has denied issuing any such order.,Religion,FAKE
18,Eating beef banned nationwide with 10-year jail term under new IPC section,A viral message claims a new section has been added to the Indian Penal Code making consumption of beef a criminal offense punishable by 10 years imprisonment across India. No such law has been passed by Parliament.,Law,FAKE
19,BSNL to shut down all services permanently from January 2025,A widely shared message claims BSNL will permanently shut down all operations including broadband and mobile services from January 2025 due to financial losses. BSNL management has denied this and confirmed the company remains operational.,Technology,FAKE
20,Sachin Tendulkar endorses drinking alcohol daily for heart health in new interview,A fake video using deepfake technology shows what appears to be Sachin Tendulkar recommending daily alcohol consumption as a heart health measure. Sachin's team confirmed the video is fabricated and filed a complaint with cybercrime authorities.,Health,FAKE
21,India wins ICC World Cup 2025 before tournament begins — news channel error,A screenshot from a news channel ticker falsely shows India declared winners of the ICC 2025 World Cup. The screenshot is edited. The tournament has not been played yet. The channel confirmed no such ticker was aired.,Sports,FAKE
22,Google to shut down India operations after new data protection law,A fake business article claims Google plans to exit India entirely due to compliance costs under the new Digital Personal Data Protection Act. Google India's official spokesperson denied any such plan.,Technology,FAKE
23,New SIM card policy: all SIM cards to expire unless Aadhaar re-linked by March 2025,"A viral message claims TRAI has mandated that all mobile SIM cards must be re-linked to Aadhaar by March 31, 2025 or they will be permanently deactivated. TRAI clarified this is false and no such directive has been issued.",Government,FAKE
24,Taj Mahal to be demolished and rebuilt as Hindu temple — government plan,A fabricated article claims the central government has approved a plan to demolish the Taj Mahal and construct a Hindu temple complex in its place. The Archaeological Survey of India and the Ministry of Culture have categorically denied the report.,Politics,FAKE
25,Mukesh Ambani declares bankruptcy — Reliance Industries collapses,A fake financial news article claims Mukesh Ambani has filed for bankruptcy and Reliance Industries is on the verge of complete collapse. BSE and NSE confirmed Reliance stocks were trading normally. No bankruptcy filing exists.,Economy,FAKE
26,Drinking lemon water with black salt cures diabetes permanently — AYUSH ministry,A viral message falsely attributes a claim to the AYUSH Ministry that drinking lemon water with black salt on an empty stomach can permanently cure Type 2 diabetes. The AYUSH Ministry stated no such advisory has been issued.,Health,FAKE
27,All Pakistanis living in India to be deported within 30 days under new order,A fabricated government order claims all Pakistani nationals residing legally in India must leave within 30 days or face arrest. Ministry of Home Affairs confirmed no such order has been issued.,National Security,FAKE
28,RBI to launch Rs 2000 note again — new design with golden border,"A viral post shows what appears to be a new Rs 2000 note with a golden border, claiming the RBI is relaunching the denomination. The RBI confirmed it has no plans to reintroduce the Rs 2000 note.",Economy,FAKE
29,Congress wins 2024 general election with 350+ seats — exit poll leak,A fabricated post claims a leaked internal exit poll shows the Indian National Congress winning 350+ seats in the 2024 general election. No credible polling organization released such figures.,Politics,FAKE
30,IIT graduates can now get direct jobs at NASA without visa — new agreement,A fake post claims India and USA signed an agreement allowing IIT graduates direct employment at NASA without requiring a work visa. No such bilateral agreement exists.,Education,FAKE
31,Indian Army to recruit 5 lakh women soldiers — new gender policy,"A fabricated military news article claims the Indian Army will immediately recruit 5 lakh (500,000) women as soldiers under a revolutionary new gender policy. The Ministry of Defence denied any such announcement.",National Security,FAKE
32,Free electricity up to 500 units for all households starting April — PM announcement,A viral WhatsApp message claims PM Modi announced free electricity up to 500 units per month for all households starting April 2025. The Ministry of Power clarified no such nationwide scheme has been announced.,Government,FAKE
33,"COVID-19 variant Omega-X kills within 48 hours, spreading in Mumbai",A fear-mongering post claims a new COVID variant called Omega-X has emerged in Mumbai with a 48-hour fatality window and 90% mortality rate. ICMR and WHO have not identified any such variant. Health authorities called it pure disinformation.,Health,FAKE
34,Elon Musk buys Air India and plans to rename it Tesla Air,"A fake business story claims Elon Musk's acquisition of Air India through a holding company has been approved, with plans to rebrand it as Tesla Air. The Tata Group, which owns Air India, denied all such claims.",Economy,FAKE
35,New education policy: English medium banned in government schools from next year,A viral message falsely claims the National Education Policy has been amended to ban English medium instruction in all government schools from the next academic year. The Ministry of Education denied any such policy change.,Education,FAKE
36,Nirmala Sitharaman resigns from Finance Ministry — insider source,A political rumour claims Finance Minister Nirmala Sitharaman has submitted her resignation letter to the PM citing health reasons. No official communication from the Finance Ministry or PMO supports this claim.,Politics,FAKE
37,Himalayan glaciers to melt completely by 2030 — India faces drought in 5 years,"A misleading post exaggerates climate science by claiming all Himalayan glaciers will fully melt by 2030, causing complete drought across North India. The actual scientific timeline spans decades and is more nuanced.",Environment,FAKE
38,Gold price to hit Rs 1 lakh per 10 grams in 2 months — bank leak,A viral financial message claims a leaked bank report predicts gold prices in India will hit Rs 1 lakh per 10 grams within 2 months. No reputed financial institution has published such a forecast.,Economy,FAKE
39,Foreign nationals offered free Indian citizenship in 2 years under new scheme,A misleading post claims India is offering fast-track citizenship to all foreign nationals who invest Rs 10 lakh and stay for 2 years. No such scheme exists under Indian citizenship laws.,Government,FAKE
40,Yoga cures HIV/AIDS completely — AIIMS study confirms,A fake medical news article claims an AIIMS research team published a study confirming daily yoga can completely cure HIV/AIDS within 6 months. No such study exists in AIIMS records or any medical journal.,Health,FAKE
41,Aadhaar card to be discontinued — government switching to new biometric ID,A viral message claims the government is discontinuing the Aadhaar card and replacing it with a new biometric identity card system by end of 2025. UIDAI confirmed Aadhaar is not being discontinued.,Government,FAKE
42,Rohit Sharma caught match-fixing — BCCI investigation underway,A baseless post claims Indian cricket captain Rohit Sharma is under investigation by the BCCI for alleged match-fixing. BCCI has confirmed no such investigation is in progress.,Sports,FAKE
43,Ganga river water declared toxic — bathing banned by NGT,An exaggerated post claims the National Green Tribunal (NGT) has declared all bathing in the Ganga river illegal due to toxicity levels. NGT has not issued any such blanket ban.,Environment,FAKE
44,"SBI to shut 10,000 branches — all banking to go digital only","A fake banking news article claims State Bank of India plans to close 10,000 branches by year-end and transition to fully digital banking. SBI's official communications contradict this claim.",Economy,FAKE
45,Mandir built on mosque land — Ayodhya verdict reversed by Supreme Court,A fabricated legal news story claims the Supreme Court has reversed its 2019 Ayodhya verdict. The Supreme Court has issued no such judgment. The Ram Mandir construction proceeded as per the original verdict.,Religion,FAKE
46,Indians can now travel to 50 countries visa-free — new Passport Power ranking,A misleading post claims India's passport now grants visa-free access to 50 countries following a new international agreement. The actual visa-free access count remains significantly lower.,Government,FAKE
47,Deepika Padukone arrested for drug trafficking at Mumbai airport,A fake celebrity news story claims Bollywood actress Deepika Padukone was arrested at Mumbai airport for drug trafficking. Mumbai Police and Deepika's team denied the story completely.,Entertainment,FAKE
48,New traffic law: driving after 10 PM requires special night permit,A viral message claims a new traffic regulation requires all private vehicle owners to obtain a special night driving permit to drive after 10 PM. No such regulation has been passed in any Indian state.,Law,FAKE
49,Wearing blue clothes on Tuesday protects against negative energy — astrologer goes viral,A viral video of a fake astrologer claims wearing blue clothes on Tuesdays provides spiritual protection from negative energies and can cure diseases. No scientific basis exists for this claim.,Superstition,FAKE
50,India joins NATO as full member — historic defence alliance shift,A fabricated geopolitical news article claims India has formally joined NATO as a full member in a secret agreement signed in Brussels. NATO and the Indian Ministry of External Affairs denied the claim.,National Security,FAKE
51,Free house scheme: all homeless Indians to get 2BHK by 2025 — PMO announces,A misleading post claims the PMO announced a scheme guaranteeing a free 2BHK apartment to every homeless citizen before 2025. The PMO has not made any such announcement beyond existing PMAY schemes.,Government,FAKE
52,Curd consumption reverses grey hair in 3 weeks — viral hack,A widely shared post claims applying curd to scalp for 20 minutes daily reverses grey hair permanently within 3 weeks. Dermatologists have debunked this as a myth with no clinical evidence.,Health,FAKE
53,Chandrayaan-4 discovers alien life on Moon — ISRO silent under government pressure,A sensational post claims ISRO's Chandrayaan-4 mission discovered microbial alien life on the lunar surface but the government is suppressing the information. ISRO has not launched Chandrayaan-4 as of this report.,Science,FAKE
54,Income tax to be abolished for all salaries below Rs 20 lakh — Budget 2026 leak,A viral financial post claims a Budget 2026 document leak shows income tax will be completely abolished for annual incomes below Rs 20 lakh. The Finance Ministry confirmed no such change has been approved.,Economy,FAKE
55,Manmohan Singh's death caused by BJP poisoning — family files case,A conspiracy theory post claims former PM Manmohan Singh was poisoned by BJP agents and his family has filed a murder case. Singh's family and Congress party denied any such case was filed.,Politics,FAKE
56,India bans TikTok-style apps again — Instagram Reels and YouTube Shorts shut down,A viral technology post claims the Indian government has extended its app ban to include Instagram Reels and YouTube Shorts. Both platforms remain operational in India. No such ban order was issued.,Technology,FAKE
57,All private schools to be nationalised — government to take over education,A political rumour claims the government is planning to nationalise all private schools and colleges in India within 5 years. The Ministry of Education denied any such plan.,Education,FAKE
58,Eating raw garlic on empty stomach prevents heart attack — cardiologist video viral,A fake video attributes to a leading cardiologist the claim that eating 3 raw garlic cloves daily on an empty stomach completely prevents heart attacks. No cardiologist made this statement.,Health,FAKE
59,India's Moon flag falls during Chandrayaan landing — ISRO mission failure,A manipulated image showing the Chandrayaan lunar lander tipping over is being shared claiming the mission failed. ISRO confirmed its mission data and no such failure occurred.,Science,FAKE
60,Delhi to be relocated as national capital — new capital Amaravati by 2030,A misleading post claims the government has finalized plans to shift India's capital from Delhi to Amaravati by 2030. The Ministry of Home Affairs denied any such relocation plan.,Government,FAKE
61,Wearing black on Friday causes financial ruin — Vastu expert warning goes viral,A viral social media post by a self-proclaimed Vastu expert warns that wearing black clothing on Fridays invites financial ruin and bad luck. No legitimate Vastu science supports this claim.,Superstition,FAKE
62,Pakistan annexes Gilgit-Baltistan officially — maps change internationally,An exaggerated geopolitical post claims Pakistan has officially annexed Gilgit-Baltistan and international maps have been updated to show the change. No credible international mapping authority confirmed this.,National Security,FAKE
63,"Facebook founder Mark Zuckerberg visits Tirupati, donates Rs 500 crore",A fake celebrity-religion story claims Mark Zuckerberg visited the Tirupati Balaji temple and donated Rs 500 crore. No such visit or donation has been confirmed by temple management.,Religion,FAKE
64,India's population crosses 200 crore — government hiding census data,A misleading demographic post claims India's actual population has crossed 200 crore (2 billion) but the government is suppressing census figures. The 2024 census has not been fully published yet.,Government,FAKE
65,Tiger population in India drops to zero — extinction declared,A false wildlife post claims India's tigers have gone extinct with the last recorded death in a national park. India's tiger census continues to show population growth in protected reserves.,Environment,FAKE
66,Neem tree planted near house drives away COVID virus — viral household tip,A WhatsApp health tip claims planting a neem tree within 10 meters of a house creates a natural barrier against COVID-19 and other viruses. WHO and ICMR have not endorsed any such claim.,Health,FAKE
67,PAN card to be deactivated unless linked with voter ID by year-end,A fake government notice claims all PAN cards will be permanently deactivated unless linked with Voter ID before December 2025. The Income Tax Department clarified no such linking requirement exists.,Government,FAKE
68,"Madhuri Dixit returns to BJP, to contest election from Mumbai North",A fabricated political story claims Bollywood actress Madhuri Dixit has rejoined the BJP and will contest the upcoming Mumbai North Lok Sabha seat. Madhuri's team denied the claim completely.,Entertainment,FAKE
69,Entire Lakshadweep island chain sinking into sea — satellite images released,"A manipulated satellite image post claims all Lakshadweep islands are sinking due to global warming and will be submerged within 10 years. While sea-level rise is a real concern, this post exaggerates the timeline dramatically.",Environment,FAKE
70,Adani Group acquires Reserve Bank of India — privatisation of central bank,A fabricated financial news post claims the government has approved privatisation of the Reserve Bank of India and Adani Group has acquired a majority stake. RBI is a statutory body and cannot be privatised.,Economy,FAKE
71,New rule: Hindu temples must share 20% revenue with mosques — court order,A communally charged fake news post claims a court order mandates Hindu temples to share 20% of their revenue with neighbouring mosques. No court has issued such an order.,Religion,FAKE
72,Cricketers' wives to be banned from IPL stadiums — BCCI new code,A sports gossip post claims the BCCI is implementing a code banning cricketers' spouses and partners from attending IPL matches. BCCI has made no such announcement.,Sports,FAKE
73,Using mobile phones for more than 1 hour daily causes brain tumour — AIIMS report,A viral health scare post falsely attributes to AIIMS a finding that mobile phone use exceeding 1 hour per day directly causes brain tumours. AIIMS has not published such a finding.,Health,FAKE
74,Petrol stations ordered to close every Sunday — fuel conservation law,A false regulatory news post claims the government has passed a law mandating all petrol stations close on Sundays as part of fuel conservation efforts. No such law has been enacted.,Government,FAKE
75,Delhi Metro to shut down permanently — financial losses mount,A viral transit scare post claims the Delhi Metro Rail Corporation will permanently shut all metro lines due to insurmountable financial losses. DMRC issued a statement calling the report baseless.,Government,FAKE
76,India elected permanent member of UN Security Council — breaking news,A fake geopolitical post claims India has finally been elected as a permanent member of the UN Security Council in a historic vote. No such vote took place. India's UNSC permanent membership bid is still ongoing.,National Security,FAKE
77,"Sunscreen causes skin cancer — switch to coconut oil, dermatologist warns",A viral health misinformation post claims sunscreen products cause skin cancer and that a leading Indian dermatologist recommends replacing sunscreen with coconut oil. This directly contradicts established dermatological science.,Health,FAKE
78,Ram Mandir collapses in earthquake — casualties reported,A fabricated disaster post with old earthquake footage claims the newly constructed Ram Mandir in Ayodhya collapsed in an earthquake. No earthquake or structural damage was reported at the site.,Religion,FAKE
79,EVMs hacked during 2024 election — data scientists prove 40% votes rigged,A political misinformation post claims data scientists have mathematically proven that 40% of EVM votes were manipulated during the 2024 general election. No credible scientific study has demonstrated EVM hacking.,Politics,FAKE
80,Rain in Chennai contaminated with industrial acid — avoid getting wet,A fear-mongering post claims Chennai's recent monsoon rainfall is contaminated with industrial acid due to factory pollution. The Tamil Nadu Pollution Control Board has not issued any such warning.,Environment,FAKE
81,Meditation replaces insulin for Type 1 diabetics — new yoga study proves,A dangerous health misinformation post claims a new study proves people with Type 1 diabetes can stop taking insulin and manage their condition through meditation alone. This is medically dangerous and false.,Health,FAKE
82,India to build wall along entire Bangladesh border by 2026 — Rs 5 lakh crore budget,An exaggerated infrastructure post claims India will complete a physical wall along the entire Bangladesh border by 2026 at a cost of Rs 5 lakh crore. No such project exists at that scale or budget.,National Security,FAKE
83,Shah Rukh Khan quits Bollywood for politics — joins Congress party,A fabricated entertainment-politics crossover story claims Shah Rukh Khan has announced his retirement from Bollywood and joined the Indian National Congress. SRK's team denied the claims.,Entertainment,FAKE
84,Tata Motors' electric cars exploding on highways — 23 deaths unreported,A malicious corporate attack post claims Tata Motors' electric vehicles have been exploding on highways with 23 unreported deaths. Tata Motors filed a defamation case over the false claims.,Technology,FAKE
85,India plans to annex Nepal and Bhutan as union territories — leaked document,A politically charged fabricated post claims a leaked government document reveals India's plan to annex Nepal and Bhutan as union territories. Both countries' governments and India's MEA denied this.,National Security,FAKE
86,Children vaccinated for COVID-19 developing autism at alarming rate — parents warn,An anti-vaccine post falsely claims Indian children who received COVID-19 vaccines are developing autism at high rates. This claims echoes the debunked Wakefield study and contradicts all scientific evidence.,Health,FAKE
87,New law makes it illegal to criticise the Prime Minister online — jail for posts,A misleading civil liberties post falsely claims a new law makes online criticism of the Prime Minister a jailable offense. No such law has been enacted by Parliament.,Law,FAKE
88,India's first Mars mission successful — astronaut lands on Mars surface,"A premature science fiction-style post claims an Indian astronaut has successfully landed on Mars. India's manned space program (Gaganyaan) was targeting Earth orbit, not Mars.",Science,FAKE
89,Water in plastic bottles kept in cars becomes poisonous — viral chemistry claim,"A viral safety tip falsely claims water stored in plastic bottles inside a hot car becomes toxic enough to cause cancer from a single sip. While heat can affect plastic, the toxicity claim is exaggerated beyond science.",Health,FAKE
90,Pakistan wins 2025 Asia Cup due to match-fixing with ICC officials,A sporting conspiracy post claims Pakistan's 2025 Asia Cup victory was achieved through bribery of ICC officials. Pakistan won on the field and ICC found no evidence of irregularity.,Sports,FAKE
91,Cow dung applied to phone screen protects from 5G radiation — viral tip,A viral social media tip claims applying cow dung to a smartphone screen creates a barrier against 5G radiation. Telecom engineers and scientists have dismissed this as absurd misinformation.,Technology,FAKE
92,New Delhi airport to be renamed Bharat Ratna Vajpayee International Airport — gazette notified,"A viral post claims the official Gazette has notified the renaming of Indira Gandhi International Airport, New Delhi to Bharat Ratna Vajpayee International Airport. No such gazette notification exists.",Government,FAKE
93,All Indian students must take oath of loyalty to PM Modi — new school order,A fabricated education post claims a new circular mandates all students in Indian schools must take a daily loyalty oath to the Prime Minister. No such circular has been issued by CBSE or any state board.,Education,FAKE
94,Playing Hindi songs backward reveals Satanic messages — religious leader warns,A superstition post claims a religious leader has warned that several popular Hindi Bollywood songs contain hidden Satanic messages when played in reverse. This is a well-known form of religious misinformation.,Superstition,FAKE
95,Bihar floods engineered by Nepal — dams deliberately opened to harm India,A politically charged conspiracy post claims Nepal deliberately released water from dams to cause the Bihar floods and harm India. Nepal's government and hydrological agencies denied the allegations.,National Security,FAKE
96,Eating mango skin daily reduces blood pressure to normal — AIIMS dietitian claims,A health misinformation post falsely attributes to an AIIMS dietitian the claim that eating raw mango skin daily can normalise hypertension without medication. AIIMS has not published such dietary advice.,Health,FAKE
97,Inter-caste marriage to be legally banned — Supreme Court considers bill,A false legal post claims the Supreme Court is considering a bill that would make inter-caste marriages illegal in India. The Supreme Court does not consider bills. The claim contradicts constitutional rights.,Law,FAKE
98,"IPL 2025 final fixed — both teams to receive equal trophy, sources say",A sporting conspiracy post claims both IPL 2025 finalists have secretly agreed to share the trophy. No credible source has presented any evidence of this alleged arrangement.,Sports,FAKE
99,Sleeping facing north causes death — ancient Indian medical text warning,"A health superstition post claims sleeping with your head pointed north causes cardiovascular death within years, citing a fake ancient Indian medical text. No such text or scientific study supports this claim.",Superstition,FAKE
100,RuPay card users to get 20% cashback on all transactions permanently — RBI circular,A viral financial post claims the RBI has issued a circular granting permanent 20% cashback on all transactions made via RuPay cards. RBI confirmed no such circular was issued.,Economy,FAKE
